EqupmentIDChar,EquipmentIDNum,EquipmentName,Description,Status,Location 
TPK,449,Test Probe,Kit - 25pc,Available,Secondary
TPK,450,Test Probe,Kit - 25pc,Checked Out,Out
TPK,451,Test Probe,Kit - 25pc,Available,Primary
TPK,452,Test Probe,Kit - 25pc,Checked Out,Out
TPK,453,Test Probe,Kit - 25pc,Available,Primary
TPK,454,Test Probe,Kit - 25pc,Checked Out,Out
TPK,455,Test Probe,Kit - 25pc,Checked Out,Out
TPK,456,Test Probe,Kit - 25pc,Checked Out,Out
TPK,457,Test Probe,Kit - 25pc,Checked Out,Out
TPK,458,Test Probe,Kit - 25pc,Checked Out,Out
TPK,459,Test Probe,Kit - 25pc,Checked Out,Out
TPK,460,Test Probe,Kit - 25pc,Checked Out,Out
TPK,461,Test Probe,Kit - 25pc,Available,Secondary
TPK,462,Test Probe,Kit - 25pc,Available,Primary
TPK,463,Test Probe,Kit - 25pc,Available,Primary
TPK,464,Test Probe,Kit - 25pc,Available,Primary
TPK,465,Test Probe,Kit - 25pc,Checked Out,Out
TPK,466,Test Probe,Kit - 25pc,Available,Primary
TPK,467,Test Probe,Kit - 25pc,Checked Out,Out
TPK,468,Test Probe,Kit - 25pc,Checked Out,Out
TPK,469,Test Probe,Kit - 25pc,Available,Primary
TPK,470,Test Probe,Kit - 25pc,Available,Primary
TPK,471,Test Probe,Kit - 25pc,Checked Out,Out
TPK,472,Test Probe,Kit - 25pc,Checked Out,Out
TPK,473,Test Probe,Kit - 25pc,Available,Secondary
TPK,474,Test Probe,Kit - 25pc,Available,Primary
TPK,475,Test Probe,Kit - 25pc,Checked Out,Out
TPK,476,Test Probe,Kit - 25pc,Checked Out,Out
TPK,477,Test Probe,Kit - 25pc,Available,Primary
TPK,478,Test Probe,Kit - 25pc,Available,Secondary
TPK,479,Test Probe,Kit - 25pc,Checked Out,Out
TPK,480,Test Probe,Kit - 25pc,Available,Primary
TPK,481,Test Probe,Kit - 25pc,Checked Out,Out
TPK,482,Test Probe,Kit - 25pc,Available,Secondary
TPK,483,Test Probe,Kit - 25pc,Available,Primary
TPK,484,Test Probe,Kit - 25pc,Available,Secondary
TPK,485,Test Probe,Kit - 25pc,Available,Secondary
TPK,486,Test Probe,Kit - 25pc,Checked Out,Out
TPK,487,Test Probe,Kit - 25pc,Checked Out,Out
TPK,488,Test Probe,Kit - 25pc,Checked Out,Out
TPK,489,Test Probe,Kit - 25pc,Checked Out,Out
TPK,490,Test Probe,Kit - 25pc,Checked Out,Out
TPK,491,Test Probe,Kit - 25pc,Checked Out,Out
TPK,492,Test Probe,Kit - 25pc,Checked Out,Out
TPK,493,Test Probe,Kit - 25pc,Checked Out,Out
TPK,494,Test Probe,Kit - 25pc,Checked Out,Out
TPK,495,Test Probe,Kit - 25pc,Checked Out,Out
TPK,496,Test Probe,Kit - 25pc,Checked Out,Out
TPK,497,Test Probe,Kit - 25pc,Available,Secondary
TPK,498,Test Probe,Kit - 25pc,Checked Out,Out
TPK,499,Test Probe,Kit - 25pc,Checked Out,Out
TPK,500,Test Probe,Kit - 25pc,Checked Out,Out
TPK,501,Test Probe,Kit - 25pc,Checked Out,Out
TPK,502,Test Probe,Kit - 25pc,Checked Out,Out
TPK,503,Test Probe,Kit - 25pc,Available,Secondary
TPK,504,Test Probe,Kit - 25pc,Available,Primary
TPK,505,Test Probe,Kit - 25pc,Available,Primary
TPK,506,Test Probe,Kit - 25pc,Checked Out,Out
TPK,507,Test Probe,Kit - 25pc,Checked Out,Out
TPK,508,Test Probe,Kit - 25pc,Checked Out,Out
TPK,509,Test Probe,Kit - 25pc,Available,Primary
TPK,510,Test Probe,Kit - 25pc,Checked Out,Out
TPK,511,Test Probe,Kit - 25pc,Available,Secondary
TPK,512,Test Probe,Kit - 25pc,Available,Secondary
TPK,513,Test Probe,Kit - 25pc,Checked Out,Out
TPK,514,Test Probe,Kit - 25pc,Checked Out,Out
TPK,515,Test Probe,Kit - 25pc,Available,Primary
TPK,516,Test Probe,Kit - 25pc,Available,Primary
TPK,517,Test Probe,Kit - 25pc,Available,Primary
TPK,518,Test Probe,Kit - 25pc,Checked Out,Out
TPK,519,Test Probe,Kit - 25pc,Checked Out,Out
TPK,520,Test Probe,Kit - 25pc,Checked Out,Out
TPK,521,Test Probe,Kit - 25pc,Available,Primary
TPK,522,Test Probe,Kit - 25pc,Available,Secondary
TPK,523,Test Probe,Kit - 25pc,Checked Out,Out
TPK,524,Test Probe,Kit - 25pc,Available,Secondary
TPK,525,Test Probe,Kit - 25pc,Checked Out,Out
TPK,526,Test Probe,Kit - 25pc,Available,Secondary
TPK,527,Test Probe,Kit - 25pc,Checked Out,Out
TPK,528,Test Probe,Kit - 25pc,Available,Primary
TPK,529,Test Probe,Kit - 25pc,Checked Out,Out
TPK,530,Test Probe,Kit - 25pc,Checked Out,Out
TPK,531,Test Probe,Kit - 25pc,Available,Primary
TPK,532,Test Probe,Kit - 25pc,Available,Secondary
TPK,533,Test Probe,Kit - 25pc,Available,Primary
TPK,534,Test Probe,Kit - 25pc,Checked Out,Out
TPK,535,Test Probe,Kit - 25pc,Available,Secondary
TPK,536,Test Probe,Kit - 25pc,Available,Primary
TPK,537,Test Probe,Kit - 25pc,Checked Out,Out
TPK,538,Test Probe,Kit - 25pc,Available,Secondary
TPK,539,Test Probe,Kit - 25pc,Checked Out,Out
TPK,540,Test Probe,Kit - 25pc,Checked Out,Out
TPK,541,Test Probe,Kit - 25pc,Checked Out,Out
TPK,542,Test Probe,Kit - 25pc,Checked Out,Out
TPK,543,Test Probe,Kit - 25pc,Available,Primary
TPK,544,Test Probe,Kit - 25pc,Available,Secondary
TPK,545,Test Probe,Kit - 25pc,Checked Out,Out
TPK,546,Test Probe,Kit - 25pc,Available,Secondary
TPK,547,Test Probe,Kit - 25pc,Checked Out,Out
TPK,548,Test Probe,Kit - 25pc,Checked Out,Out
TPK,549,Test Probe,Kit - 25pc,Available,Secondary
TPK,550,Test Probe,Kit - 25pc,Checked Out,Out
TPK,551,Test Probe,Kit - 25pc,Checked Out,Out
TPK,552,Test Probe,Kit - 25pc,Available,Primary
TPK,553,Test Probe,Kit - 25pc,Available,Secondary
TPK,554,Test Probe,Kit - 25pc,Checked Out,Out
TPK,555,Test Probe,Kit - 25pc,Available,Secondary
TPK,556,Test Probe,Kit - 25pc,Checked Out,Out
TPK,557,Test Probe,Kit - 25pc,Available,Secondary
TPK,558,Test Probe,Kit - 25pc,Checked Out,Out
TPK,559,Test Probe,Kit - 25pc,Checked Out,Out
TPK,560,Test Probe,Kit - 25pc,Checked Out,Out
TPK,561,Test Probe,Kit - 25pc,Available,Secondary
TPK,562,Test Probe,Kit - 25pc,Checked Out,Out
TPK,563,Test Probe,Kit - 25pc,Checked Out,Out
TPK,564,Test Probe,Kit - 25pc,Available,Secondary
TPK,565,Test Probe,Kit - 25pc,Checked Out,Out
TPK,566,Test Probe,Kit - 25pc,Available,Primary
TPK,567,Test Probe,Kit - 25pc,Checked Out,Out
TPK,568,Test Probe,Kit - 25pc,Checked Out,Out
TPK,569,Test Probe,Kit - 25pc,Available,Secondary
TPK,570,Test Probe,Kit - 25pc,Available,Secondary
TPK,571,Test Probe,Kit - 25pc,Available,Secondary
TPK,572,Test Probe,Kit - 25pc,Available,Secondary
TPK,573,Test Probe,Kit - 25pc,Checked Out,Out
TPK,574,Test Probe,Kit - 25pc,Checked Out,Out
TPK,575,Test Probe,Kit - 25pc,Checked Out,Out
TPK,576,Test Probe,Kit - 25pc,Available,Primary
TPK,577,Test Probe,Kit - 25pc,Available,Secondary
TPK,578,Test Probe,Kit - 25pc,Available,Secondary
TPK,579,Test Probe,Kit - 25pc,Checked Out,Out
TPK,580,Test Probe,Kit - 25pc,Available,Secondary
TPK,581,Test Probe,Kit - 25pc,Available,Secondary
TPK,582,Test Probe,Kit - 25pc,Checked Out,Out
TPK,583,Test Probe,Kit - 25pc,Checked Out,Out
TPK,584,Test Probe,Kit - 25pc,Checked Out,Out
TPK,585,Test Probe,Kit - 25pc,Checked Out,Out
TPK,586,Test Probe,Kit - 25pc,Checked Out,Out
TPK,587,Test Probe,Kit - 25pc,Available,Primary
TPK,588,Test Probe,Kit - 25pc,Checked Out,Out
TPK,589,Test Probe,Kit - 25pc,Checked Out,Out
TPK,590,Test Probe,Kit - 25pc,Checked Out,Out
TPK,591,Test Probe,Kit - 25pc,Available,Primary
TPK,592,Test Probe,Kit - 25pc,Available,Primary
TPK,593,Test Probe,Kit - 25pc,Available,Primary
TPK,594,Test Probe,Kit - 25pc,Available,Primary
TPK,595,Test Probe,Kit - 25pc,Checked Out,Out
TPK,596,Test Probe,Kit - 25pc,Checked Out,Out
TPK,597,Test Probe,Kit - 25pc,Checked Out,Out
TPK,598,Test Probe,Kit - 25pc,Available,Primary
TPK,599,Test Probe,Kit - 25pc,Available,Primary
TPK,600,Test Probe,Kit - 25pc,Available,Primary
TPK,601,Test Probe,Kit - 25pc,Checked Out,Out
TPS,002,Test Probe,Single,Available,Secondary
TPS,003,Test Probe,Single,Checked Out,Out
TPS,004,Test Probe,Single,Available,Secondary
TPS,005,Test Probe,Single,Available,Secondary
TPS,006,Test Probe,Single,Available,Primary
TPS,007,Test Probe,Single,Available,Secondary
TPS,008,Test Probe,Single,Checked Out,Out
TPS,009,Test Probe,Single,Available,Primary
TPS,010,Test Probe,Single,Checked Out,Out
TPS,011,Test Probe,Single,Available,Secondary
TPS,012,Test Probe,Single,Checked Out,Out
TPS,013,Test Probe,Single,Checked Out,Out
TPS,014,Test Probe,Single,Checked Out,Out
TPS,015,Test Probe,Single,Available,Secondary
TPS,016,Test Probe,Single,Available,Primary
TPS,017,Test Probe,Single,Checked Out,Out
TPS,018,Test Probe,Single,Available,Secondary
TPS,019,Test Probe,Single,Checked Out,Out
TPS,020,Test Probe,Single,Checked Out,Out
TPS,021,Test Probe,Single,Checked Out,Out
TPS,022,Test Probe,Single,Available,Primary
TPS,023,Test Probe,Single,Checked Out,Out
TPS,024,Test Probe,Single,Available,Primary
TPS,025,Test Probe,Single,Checked Out,Out
TPS,026,Test Probe,Single,Checked Out,Out
TPS,027,Test Probe,Single,Checked Out,Out
TPS,028,Test Probe,Single,Available,Primary
TPS,029,Test Probe,Single,Checked Out,Out
TPS,030,Test Probe,Single,Available,Secondary
TPS,031,Test Probe,Single,Available,Primary
TPS,032,Test Probe,Single,Checked Out,Out
TPS,033,Test Probe,Single,Checked Out,Out
TPS,034,Test Probe,Single,Checked Out,Out
TPS,035,Test Probe,Single,Checked Out,Out
TPS,036,Test Probe,Single,Available,Secondary
TPS,037,Test Probe,Single,Available,Secondary
TPS,038,Test Probe,Single,Available,Primary
TPS,039,Test Probe,Single,Available,Secondary
TPS,040,Test Probe,Single,Checked Out,Out
TPS,041,Test Probe,Single,Checked Out,Out
TPS,042,Test Probe,Single,Checked Out,Out
TPS,043,Test Probe,Single,Available,Secondary
TPS,044,Test Probe,Single,Available,Primary
TPS,045,Test Probe,Single,Checked Out,Out
TPS,046,Test Probe,Single,Checked Out,Out
TPS,047,Test Probe,Single,Checked Out,Out
TPS,048,Test Probe,Single,Checked Out,Out
TPS,049,Test Probe,Single,Checked Out,Out
TPS,050,Test Probe,Single,Available,Primary
TPS,051,Test Probe,Single,Checked Out,Out
TPS,052,Test Probe,Single,Available,Secondary
TPS,053,Test Probe,Single,Available,Secondary
TPS,054,Test Probe,Single,Available,Secondary
TPS,055,Test Probe,Single,Available,Secondary
TPS,056,Test Probe,Single,Checked Out,Out
TPS,057,Test Probe,Single,Available,Primary
TPS,058,Test Probe,Single,Checked Out,Out
TPS,059,Test Probe,Single,Available,Primary
TPS,060,Test Probe,Single,Checked Out,Out
TPS,061,Test Probe,Single,Available,Secondary
TPS,062,Test Probe,Single,Checked Out,Out
TPS,063,Test Probe,Single,Checked Out,Out
TPS,064,Test Probe,Single,Checked Out,Out
TPS,065,Test Probe,Single,Available,Primary
TPS,066,Test Probe,Single,Checked Out,Out
TPS,067,Test Probe,Single,Available,Primary
TPS,068,Test Probe,Single,Checked Out,Out
TPS,069,Test Probe,Single,Checked Out,Out
TPS,070,Test Probe,Single,Available,Secondary
TPS,071,Test Probe,Single,Checked Out,Out
TPS,072,Test Probe,Single,Checked Out,Out
TPS,073,Test Probe,Single,Available,Primary
TPS,074,Test Probe,Single,Available,Secondary
TPS,075,Test Probe,Single,Checked Out,Out
TPS,076,Test Probe,Single,Checked Out,Out
TPS,077,Test Probe,Single,Checked Out,Out
TPS,078,Test Probe,Single,Checked Out,Out
TPS,079,Test Probe,Single,Checked Out,Out
TPS,080,Test Probe,Single,Available,Secondary
TPS,081,Test Probe,Single,Checked Out,Out
TPS,082,Test Probe,Single,Available,Secondary
TPS,083,Test Probe,Single,Available,Secondary
TPS,084,Test Probe,Single,Available,Secondary
TPS,085,Test Probe,Single,Checked Out,Out
TPS,086,Test Probe,Single,Checked Out,Out
TPS,087,Test Probe,Single,Available,Primary
TPS,088,Test Probe,Single,Available,Secondary
TPS,089,Test Probe,Single,Checked Out,Out
TPS,090,Test Probe,Single,Checked Out,Out
TPS,091,Test Probe,Single,Checked Out,Out
TPS,092,Test Probe,Single,Checked Out,Out
TPS,093,Test Probe,Single,Checked Out,Out
TPS,094,Test Probe,Single,Checked Out,Out
TPS,095,Test Probe,Single,Available,Primary
TPS,096,Test Probe,Single,Checked Out,Out
TPS,097,Test Probe,Single,Available,Primary
TPS,098,Test Probe,Single,Checked Out,Out
TPS,099,Test Probe,Single,Checked Out,Out
TPS,100,Test Probe,Single,Checked Out,Out
TPS,101,Test Probe,Single,Available,Secondary
TPS,102,Test Probe,Single,Available,Primary
TPS,103,Test Probe,Single,Checked Out,Out
TPS,104,Test Probe,Single,Checked Out,Out
TPS,105,Test Probe,Single,Available,Primary
TPS,106,Test Probe,Single,Checked Out,Out
TPS,107,Test Probe,Single,Checked Out,Out
TPS,108,Test Probe,Single,Checked Out,Out
TPS,109,Test Probe,Single,Checked Out,Out
TPS,110,Test Probe,Single,Available,Secondary
TPS,111,Test Probe,Single,Available,Secondary
TPS,112,Test Probe,Single,Available,Secondary
TPS,113,Test Probe,Single,Checked Out,Out
TPS,114,Test Probe,Single,Available,Primary
TPS,115,Test Probe,Single,Available,Primary
TPS,116,Test Probe,Single,Checked Out,Out
TPS,117,Test Probe,Single,Checked Out,Out
TPS,118,Test Probe,Single,Available,Primary
TPS,119,Test Probe,Single,Checked Out,Out
TPS,120,Test Probe,Single,Available,Primary
TPS,121,Test Probe,Single,Available,Secondary
TPS,122,Test Probe,Single,Checked Out,Out
TPS,123,Test Probe,Single,Available,Secondary
TPS,124,Test Probe,Single,Checked Out,Out
TPS,125,Test Probe,Single,Available,Secondary
TPS,126,Test Probe,Single,Available,Secondary
TPS,127,Test Probe,Single,Checked Out,Out
TPS,128,Test Probe,Single,Available,Secondary
TPS,129,Test Probe,Single,Available,Secondary
TPS,130,Test Probe,Single,Checked Out,Out
TPS,131,Test Probe,Single,Checked Out,Out
TPS,132,Test Probe,Single,Available,Primary
TPS,133,Test Probe,Single,Checked Out,Out
TPS,134,Test Probe,Single,Checked Out,Out
TPS,135,Test Probe,Single,Available,Secondary
TPS,136,Test Probe,Single,Checked Out,Out
TPS,137,Test Probe,Single,Available,Secondary
TPS,138,Test Probe,Single,Checked Out,Out
TPS,139,Test Probe,Single,Available,Primary
TPS,140,Test Probe,Single,Available,Primary
TPS,141,Test Probe,Single,Checked Out,Out
TPS,142,Test Probe,Single,Checked Out,Out
TPS,143,Test Probe,Single,Available,Secondary
TPS,144,Test Probe,Single,Checked Out,Out
TPS,145,Test Probe,Single,Available,Primary
TPS,146,Test Probe,Single,Checked Out,Out
TPS,147,Test Probe,Single,Available,Primary
TPS,148,Test Probe,Single,Available,Primary
TPS,149,Test Probe,Single,Available,Primary
TPS,150,Test Probe,Single,Checked Out,Out
TPS,151,Test Probe,Single,Available,Primary
TPS,152,Test Probe,Single,Checked Out,Out
TPS,153,Test Probe,Single,Checked Out,Out
TPS,154,Test Probe,Single,Available,Secondary
TPS,155,Test Probe,Single,Available,Secondary
TPS,156,Test Probe,Single,Checked Out,Out
TPS,157,Test Probe,Single,Checked Out,Out
TPS,158,Test Probe,Single,Checked Out,Out
TPS,159,Test Probe,Single,Available,Primary
TPS,160,Test Probe,Single,Available,Secondary
TPS,161,Test Probe,Single,Checked Out,Out
TPS,162,Test Probe,Single,Available,Primary
TPS,163,Test Probe,Single,Checked Out,Out
TPS,164,Test Probe,Single,Checked Out,Out
TPS,165,Test Probe,Single,Checked Out,Out
TPS,166,Test Probe,Single,Checked Out,Out
TPS,167,Test Probe,Single,Checked Out,Out
TPS,168,Test Probe,Single,Checked Out,Out
TPS,169,Test Probe,Single,Checked Out,Out
TPS,170,Test Probe,Single,Checked Out,Out
TPS,171,Test Probe,Single,Checked Out,Out
TPS,172,Test Probe,Single,Checked Out,Out
TPS,173,Test Probe,Single,Checked Out,Out
TPS,174,Test Probe,Single,Checked Out,Out
TPS,175,Test Probe,Single,Checked Out,Out
TPS,176,Test Probe,Single,Checked Out,Out
TPS,177,Test Probe,Single,Available,Primary
TPS,178,Test Probe,Single,Checked Out,Out
TPS,179,Test Probe,Single,Checked Out,Out
TPS,180,Test Probe,Single,Checked Out,Out
TPS,181,Test Probe,Single,Available,Secondary
TPS,182,Test Probe,Single,Checked Out,Out
TPS,183,Test Probe,Single,Available,Secondary
TPS,184,Test Probe,Single,Available,Primary
TPS,185,Test Probe,Single,Checked Out,Out
TPS,186,Test Probe,Single,Checked Out,Out
TPS,187,Test Probe,Single,Available,Secondary
TPS,188,Test Probe,Single,Available,Primary
TPS,189,Test Probe,Single,Checked Out,Out
TPS,190,Test Probe,Single,Checked Out,Out
TPS,191,Test Probe,Single,Checked Out,Out
TPS,192,Test Probe,Single,Checked Out,Out
TPS,193,Test Probe,Single,Checked Out,Out
TPS,194,Test Probe,Single,Available,Primary
TPS,195,Test Probe,Single,Checked Out,Out
TPS,196,Test Probe,Single,Checked Out,Out
TPS,197,Test Probe,Single,Checked Out,Out
TPS,198,Test Probe,Single,Checked Out,Out
TPS,199,Test Probe,Single,Available,Primary
TPS,200,Test Probe,Single,Available,Primary
TPS,201,Test Probe,Single,Available,Primary
TPS,202,Test Probe,Single,Available,Primary
TPS,203,Test Probe,Single,Checked Out,Out
TPS,204,Test Probe,Single,Checked Out,Out
TPS,205,Test Probe,Single,Available,Primary
TPS,206,Test Probe,Single,Available,Secondary
TPS,207,Test Probe,Single,Checked Out,Out
TPS,208,Test Probe,Single,Available,Primary
TPS,209,Test Probe,Single,Available,Secondary
TPS,210,Test Probe,Single,Available,Primary
TPS,211,Test Probe,Single,Available,Secondary
TPS,212,Test Probe,Single,Available,Secondary
TPS,213,Test Probe,Single,Checked Out,Out
TPS,214,Test Probe,Single,Checked Out,Out
TPS,215,Test Probe,Single,Checked Out,Out
TPS,216,Test Probe,Single,Available,Primary
TPS,217,Test Probe,Single,Checked Out,Out
TPS,218,Test Probe,Single,Available,Secondary
TPS,219,Test Probe,Single,Available,Secondary
TPS,220,Test Probe,Single,Available,Primary
TPS,221,Test Probe,Single,Checked Out,Out
TPS,222,Test Probe,Single,Checked Out,Out
TPS,223,Test Probe,Single,Available,Secondary
TPS,224,Test Probe,Single,Checked Out,Out
TPS,225,Test Probe,Single,Checked Out,Out
TPS,226,Test Probe,Single,Available,Primary
TPS,227,Test Probe,Single,Checked Out,Out
TPS,228,Test Probe,Single,Available,Secondary
TPS,229,Test Probe,Single,Available,Secondary
TPS,230,Test Probe,Single,Checked Out,Out
TPS,231,Test Probe,Single,Available,Secondary
TPS,232,Test Probe,Single,Available,Primary
TPS,233,Test Probe,Single,Checked Out,Out
TPS,234,Test Probe,Single,Available,Primary
TPS,235,Test Probe,Single,Checked Out,Out
TPS,236,Test Probe,Single,Checked Out,Out
TPS,237,Test Probe,Single,Checked Out,Out
TPS,238,Test Probe,Single,Available,Secondary
TPS,239,Test Probe,Single,Checked Out,Out
TPS,240,Test Probe,Single,Available,Primary
TPS,241,Test Probe,Single,Checked Out,Out
TPS,242,Test Probe,Single,Available,Primary
TPS,243,Test Probe,Single,Checked Out,Out
TPS,244,Test Probe,Single,Checked Out,Out
TPS,245,Test Probe,Single,Available,Primary
TPS,246,Test Probe,Single,Available,Secondary
TPS,247,Test Probe,Single,Checked Out,Out
TPS,248,Test Probe,Single,Available,Primary
TPS,249,Test Probe,Single,Available,Primary
TPS,250,Test Probe,Single,Checked Out,Out
TPS,251,Test Probe,Single,Checked Out,Out
TPS,252,Test Probe,Single,Checked Out,Out
TPS,253,Test Probe,Single,Available,Secondary
TPS,254,Test Probe,Single,Available,Secondary
TPS,255,Test Probe,Single,Checked Out,Out
TPS,256,Test Probe,Single,Checked Out,Out
TPS,257,Test Probe,Single,Checked Out,Out
TPS,258,Test Probe,Single,Checked Out,Out
TPS,259,Test Probe,Single,Available,Secondary
TPS,260,Test Probe,Single,Checked Out,Out
TPS,261,Test Probe,Single,Checked Out,Out
TPS,262,Test Probe,Single,Checked Out,Out
TPS,263,Test Probe,Single,Available,Primary
TPS,264,Test Probe,Single,Checked Out,Out
TPS,265,Test Probe,Single,Available,Secondary
TPS,266,Test Probe,Single,Checked Out,Out
TPS,267,Test Probe,Single,Checked Out,Out
TPS,268,Test Probe,Single,Available,Primary
TPS,269,Test Probe,Single,Available,Primary
TPS,270,Test Probe,Single,Available,Secondary
TPS,271,Test Probe,Single,Checked Out,Out
TPS,272,Test Probe,Single,Available,Secondary
TPS,273,Test Probe,Single,Checked Out,Out
TPS,274,Test Probe,Single,Checked Out,Out
TPS,275,Test Probe,Single,Checked Out,Out
TPS,276,Test Probe,Single,Available,Primary
TPS,277,Test Probe,Single,Checked Out,Out
TPS,278,Test Probe,Single,Checked Out,Out
TPS,279,Test Probe,Single,Available,Secondary
TPS,280,Test Probe,Single,Available,Secondary
TPS,281,Test Probe,Single,Available,Primary
TPS,282,Test Probe,Single,Checked Out,Out
TPS,283,Test Probe,Single,Checked Out,Out
TPS,284,Test Probe,Single,Available,Primary
TPS,285,Test Probe,Single,Checked Out,Out
TPS,286,Test Probe,Single,Available,Secondary
TPS,287,Test Probe,Single,Available,Primary
TPS,288,Test Probe,Single,Available,Secondary
TPS,289,Test Probe,Single,Available,Secondary
TPS,290,Test Probe,Single,Available,Primary
TPS,291,Test Probe,Single,Checked Out,Out
TPS,292,Test Probe,Single,Available,Primary
TPS,293,Test Probe,Single,Available,Primary
TPS,294,Test Probe,Single,Available,Primary
TPS,295,Test Probe,Single,Available,Secondary
TPS,296,Test Probe,Single,Checked Out,Out
TPS,297,Test Probe,Single,Checked Out,Out
TPS,298,Test Probe,Single,Available,Secondary
TPS,299,Test Probe,Single,Checked Out,Out
TPS,300,Test Probe,Single,Available,Primary
TPS,301,Test Probe,Single,Available,Primary
TPS,302,Test Probe,Single,Checked Out,Out
TPS,303,Test Probe,Single,Checked Out,Out
TPS,304,Test Probe,Single,Available,Secondary
TPS,305,Test Probe,Single,Checked Out,Out
TPS,306,Test Probe,Single,Available,Primary
TPS,307,Test Probe,Single,Available,Secondary
TPS,308,Test Probe,Single,Available,Secondary
TPS,309,Test Probe,Single,Available,Secondary
TPS,310,Test Probe,Single,Checked Out,Out
TPS,311,Test Probe,Single,Available,Primary
TPS,312,Test Probe,Single,Available,Secondary
TPS,313,Test Probe,Single,Checked Out,Out
TPS,314,Test Probe,Single,Checked Out,Out
TPS,315,Test Probe,Single,Available,Secondary
TPS,316,Test Probe,Single,Checked Out,Out
TPS,317,Test Probe,Single,Checked Out,Out
TPS,318,Test Probe,Single,Available,Secondary
TPS,319,Test Probe,Single,Available,Secondary
TPS,320,Test Probe,Single,Available,Secondary
TPS,321,Test Probe,Single,Checked Out,Out
TPS,322,Test Probe,Single,Checked Out,Out
TPS,323,Test Probe,Single,Available,Secondary
TPS,324,Test Probe,Single,Checked Out,Out
TPS,325,Test Probe,Single,Checked Out,Out
TPS,326,Test Probe,Single,Checked Out,Out
TPS,327,Test Probe,Single,Available,Secondary
TPS,328,Test Probe,Single,Available,Secondary
TPS,329,Test Probe,Single,Available,Primary
TPS,330,Test Probe,Single,Checked Out,Out
TPS,331,Test Probe,Single,Available,Secondary
TPS,332,Test Probe,Single,Checked Out,Out
TPS,333,Test Probe,Single,Available,Primary
TPS,334,Test Probe,Single,Checked Out,Out
TPS,335,Test Probe,Single,Checked Out,Out
TPS,336,Test Probe,Single,Checked Out,Out
TPS,337,Test Probe,Single,Available,Primary
TPS,338,Test Probe,Single,Available,Primary
TPS,339,Test Probe,Single,Available,Primary
TPS,340,Test Probe,Single,Checked Out,Out
TPS,341,Test Probe,Single,Available,Secondary
TPS,342,Test Probe,Single,Available,Primary
TPS,343,Test Probe,Single,Checked Out,Out
TPS,344,Test Probe,Single,Checked Out,Out
TPS,345,Test Probe,Single,Checked Out,Out
TPS,346,Test Probe,Single,Checked Out,Out
TPS,347,Test Probe,Single,Available,Secondary
TPS,348,Test Probe,Single,Available,Secondary
TPS,349,Test Probe,Single,Checked Out,Out
TPS,350,Test Probe,Single,Available,Primary
TPS,351,Test Probe,Single,Checked Out,Out
TPS,352,Test Probe,Single,Available,Primary
TPS,353,Test Probe,Single,Checked Out,Out
TPS,354,Test Probe,Single,Available,Secondary
TPS,355,Test Probe,Single,Checked Out,Out
TPS,356,Test Probe,Single,Checked Out,Out
TPS,357,Test Probe,Single,Available,Secondary
TPS,358,Test Probe,Single,Available,Primary
TPS,359,Test Probe,Single,Checked Out,Out
TPS,360,Test Probe,Single,Available,Primary
TPS,361,Test Probe,Single,Available,Primary
TPS,362,Test Probe,Single,Checked Out,Out
TPS,363,Test Probe,Single,Checked Out,Out
TPS,364,Test Probe,Single,Checked Out,Out
TPS,365,Test Probe,Single,Available,Secondary
TPS,366,Test Probe,Single,Checked Out,Out
TPS,367,Test Probe,Single,Available,Primary
TPS,368,Test Probe,Single,Available,Primary
TPS,369,Test Probe,Single,Available,Secondary
TPS,370,Test Probe,Single,Available,Secondary
TPS,371,Test Probe,Single,Checked Out,Out
TPS,372,Test Probe,Single,Available,Primary
TPS,373,Test Probe,Single,Checked Out,Out
TPS,374,Test Probe,Single,Checked Out,Out
TPS,375,Test Probe,Single,Checked Out,Out
TPS,376,Test Probe,Single,Available,Primary
TPS,377,Test Probe,Single,Available,Secondary
TPS,378,Test Probe,Single,Available,Secondary
TPS,379,Test Probe,Single,Checked Out,Out
TPS,380,Test Probe,Single,Available,Primary
TPS,381,Test Probe,Single,Available,Primary
TPS,382,Test Probe,Single,Available,Primary
TPS,383,Test Probe,Single,Available,Secondary
TPS,384,Test Probe,Single,Checked Out,Out
TPS,385,Test Probe,Single,Checked Out,Out
TPS,386,Test Probe,Single,Checked Out,Out
TPS,387,Test Probe,Single,Checked Out,Out
TPS,388,Test Probe,Single,Checked Out,Out
TPS,389,Test Probe,Single,Available,Primary
TPS,390,Test Probe,Single,Available,Primary
TPS,391,Test Probe,Single,Checked Out,Out
TPS,392,Test Probe,Single,Checked Out,Out
TPS,393,Test Probe,Single,Checked Out,Out
TPS,394,Test Probe,Single,Checked Out,Out
TPS,395,Test Probe,Single,Checked Out,Out
TPS,396,Test Probe,Single,Available,Secondary
TPS,397,Test Probe,Single,Checked Out,Out
TPS,398,Test Probe,Single,Checked Out,Out
TPS,399,Test Probe,Single,Available,Secondary
TPS,400,Test Probe,Single,Available,Primary
TPS,401,Test Probe,Single,Available,Primary
TPS,402,Test Probe,Single,Checked Out,Out
TPS,403,Test Probe,Single,Checked Out,Out
TPS,404,Test Probe,Single,Available,Secondary
TPS,405,Test Probe,Single,Available,Primary
TPS,406,Test Probe,Single,Checked Out,Out
TPS,407,Test Probe,Single,Available,Primary
