EquipmentIDChar,EquipmentIDNum,EQUIPMENTNAME,DESCRIPTION,STATUS,LOCATON
TPK,166,Test Probe,"Kit, 25pc",Available,Secondary
TPK,167,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,168,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,169,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,170,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,171,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,172,Test Probe,"Kit, 25pc",Available,Secondary
TPK,173,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,174,Test Probe,"Kit, 25pc",Available,Secondary
TPK,175,Test Probe,"Kit, 25pc",Available,Primary
TPK,176,Test Probe,"Kit, 25pc",Available,Primary
TPK,177,Test Probe,"Kit, 25pc",Available,Primary
TPK,178,Test Probe,"Kit, 25pc",Available,Primary
TPK,179,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,180,Test Probe,"Kit, 25pc",Available,Primary
TPK,181,Test Probe,"Kit, 25pc",Available,Primary
TPK,182,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,183,Test Probe,"Kit, 25pc",Available,Secondary
TPK,184,Test Probe,"Kit, 25pc",Available,Primary
TPK,185,Test Probe,"Kit, 25pc",Available,Primary
TPK,186,Test Probe,"Kit, 25pc",Available,Secondary
TPK,187,Test Probe,"Kit, 25pc",Available,Primary
TPK,188,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,189,Test Probe,"Kit, 25pc",Available,Secondary
TPK,190,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,191,Test Probe,"Kit, 25pc",Available,Primary
TPK,192,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,193,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,194,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,195,Test Probe,"Kit, 25pc",Available,Primary
TPK,196,Test Probe,"Kit, 25pc",Available,Primary
TPK,197,Test Probe,"Kit, 25pc",Available,Secondary
TPK,198,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,199,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,200,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,201,Test Probe,"Kit, 25pc",Available,Secondary
TPK,202,Test Probe,"Kit, 25pc",Available,Secondary
TPK,203,Test Probe,"Kit, 25pc",Available,Secondary
TPK,204,Test Probe,"Kit, 25pc",Available,Secondary
TPK,205,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,206,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,207,Test Probe,"Kit, 25pc",Available,Primary
TPK,208,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,209,Test Probe,"Kit, 25pc",Available,Primary
TPK,210,Test Probe,"Kit, 25pc",Available,Secondary
TPK,211,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,212,Test Probe,"Kit, 25pc",Available,Secondary
TPK,213,Test Probe,"Kit, 25pc",Available,Primary
TPK,214,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,215,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,216,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,217,Test Probe,"Kit, 25pc",Available,Secondary
TPK,218,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,219,Test Probe,"Kit, 25pc",Available,Primary
TPK,220,Test Probe,"Kit, 25pc",Available,Secondary
TPK,221,Test Probe,"Kit, 25pc",Available,Secondary
TPK,222,Test Probe,"Kit, 25pc",Available,Secondary
TPK,223,Test Probe,"Kit, 25pc",Available,Secondary
TPK,224,Test Probe,"Kit, 25pc",Available,Primary
TPK,225,Test Probe,"Kit, 25pc",Available,Primary
TPK,226,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,227,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,228,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,229,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,230,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,231,Test Probe,"Kit, 25pc",Available,Secondary
TPK,232,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,233,Test Probe,"Kit, 25pc",Available,Primary
TPK,234,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,235,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,236,Test Probe,"Kit, 25pc",Available,Secondary
TPK,237,Test Probe,"Kit, 25pc",Available,Secondary
TPK,238,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,239,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,240,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,241,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,242,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,243,Test Probe,"Kit, 25pc",Available,Primary
TPK,244,Test Probe,"Kit, 25pc",Available,Primary
TPK,245,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,246,Test Probe,"Kit, 25pc",Available,Secondary
TPK,247,Test Probe,"Kit, 25pc",Available,Primary
TPK,248,Test Probe,"Kit, 25pc",Available,Secondary
TPK,249,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,250,Test Probe,"Kit, 25pc",Available,Primary
TPK,251,Test Probe,"Kit, 25pc",Available,Secondary
TPK,252,Test Probe,"Kit, 25pc",Available,Primary
TPK,253,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,254,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,255,Test Probe,"Kit, 25pc",Available,Primary
TPK,256,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,257,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,258,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,259,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,260,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,261,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,262,Test Probe,"Kit, 25pc",Available,Secondary
TPK,263,Test Probe,"Kit, 25pc",Available,Primary
TPK,264,Test Probe,"Kit, 25pc",Available,Secondary
TPK,265,Test Probe,"Kit, 25pc",Available,Secondary
TPK,266,Test Probe,"Kit, 25pc",Available,Primary
TPK,267,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,268,Test Probe,"Kit, 25pc",Available,Primary
TPK,269,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,270,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,271,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,272,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,273,Test Probe,"Kit, 25pc",Available,Secondary
TPK,274,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,275,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,276,Test Probe,"Kit, 25pc",Available,Secondary
TPK,277,Test Probe,"Kit, 25pc",Available,Secondary
TPK,278,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,279,Test Probe,"Kit, 25pc",Available,Primary
TPK,280,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,281,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,282,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,283,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,284,Test Probe,"Kit, 25pc",Available,Secondary
TPK,285,Test Probe,"Kit, 25pc",Available,Secondary
TPK,286,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,287,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,288,Test Probe,"Kit, 25pc",Available,Secondary
TPK,289,Test Probe,"Kit, 25pc",Available,Primary
TPK,290,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,291,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,292,Test Probe,"Kit, 25pc",Available,Primary
TPK,293,Test Probe,"Kit, 25pc",Available,Secondary
TPK,294,Test Probe,"Kit, 25pc",Available,Primary
TPK,295,Test Probe,"Kit, 25pc",Available,Secondary
TPK,296,Test Probe,"Kit, 25pc",Available,Primary
TPK,297,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,298,Test Probe,"Kit, 25pc",Available,Primary
TPK,299,Test Probe,"Kit, 25pc",Available,Primary
TPK,300,Test Probe,"Kit, 25pc",Available,Primary
TPK,301,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,302,Test Probe,"Kit, 25pc",Available,Secondary
TPK,303,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,304,Test Probe,"Kit, 25pc",Available,Secondary
TPK,305,Test Probe,"Kit, 25pc",Available,Secondary
TPK,306,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,307,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,308,Test Probe,"Kit, 25pc",Available,Secondary
TPK,309,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,310,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,311,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,312,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,313,Test Probe,"Kit, 25pc",Available,Primary
TPK,314,Test Probe,"Kit, 25pc",Available,Secondary
TPK,315,Test Probe,"Kit, 25pc",Available,Primary
TPK,316,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,317,Test Probe,"Kit, 25pc",Available,Primary
TPK,318,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,319,Test Probe,"Kit, 25pc",Available,Secondary
TPK,320,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,321,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,322,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,323,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,324,Test Probe,"Kit, 25pc",Available,Primary
TPK,325,Test Probe,"Kit, 25pc",Available,Primary
TPK,326,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,327,Test Probe,"Kit, 25pc",Available,Secondary
TPK,328,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,329,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,330,Test Probe,"Kit, 25pc",Available,Primary
TPK,331,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,332,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,333,Test Probe,"Kit, 25pc",Available,Secondary
TPK,334,Test Probe,"Kit, 25pc",Available,Primary
TPK,335,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,336,Test Probe,"Kit, 25pc",Available,Primary
TPK,337,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,338,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,339,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,340,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,341,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,342,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,343,Test Probe,"Kit, 25pc",Available,Primary
TPK,344,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,345,Test Probe,"Kit, 25pc",Available,Secondary
TPK,346,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,347,Test Probe,"Kit, 25pc",Available,Secondary
TPK,348,Test Probe,"Kit, 25pc",Available,Primary
TPK,349,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,350,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,351,Test Probe,"Kit, 25pc",Available,Secondary
TPK,352,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,353,Test Probe,"Kit, 25pc",Available,Primary
TPK,354,Test Probe,"Kit, 25pc",Available,Primary
TPK,355,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,356,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,357,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,358,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,359,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,360,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,361,Test Probe,"Kit, 25pc",Available,Secondary
TPK,362,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,363,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,364,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,365,Test Probe,"Kit, 25pc",Available,Secondary
TPK,366,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,367,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,368,Test Probe,"Kit, 25pc",Available,Primary
TPK,369,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,370,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,371,Test Probe,"Kit, 25pc",Available,Primary
TPK,372,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,373,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,374,Test Probe,"Kit, 25pc",Available,Primary
TPK,375,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,376,Test Probe,"Kit, 25pc",Available,Primary
TPK,377,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,378,Test Probe,"Kit, 25pc",Available,Secondary
TPK,379,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,380,Test Probe,"Kit, 25pc",Available,Secondary
TPK,381,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,382,Test Probe,"Kit, 25pc",Available,Secondary
TPK,383,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,384,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,385,Test Probe,"Kit, 25pc",Available,Secondary
TPK,386,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,387,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,388,Test Probe,"Kit, 25pc",Available,Secondary
TPK,389,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,390,Test Probe,"Kit, 25pc",Available,Secondary
TPK,391,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,392,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,393,Test Probe,"Kit, 25pc",Available,Secondary
TPK,394,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,395,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,396,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,397,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,398,Test Probe,"Kit, 25pc",Available,Primary
TPK,399,Test Probe,"Kit, 25pc",Available,Primary
TPK,400,Test Probe,"Kit, 25pc",Available,Primary
TPK,401,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,402,Test Probe,"Kit, 25pc",Available,Secondary
TPK,403,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,404,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,405,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,406,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,407,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,408,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,409,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,410,Test Probe,"Kit, 25pc",Available,Primary
TPK,411,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,412,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,413,Test Probe,"Kit, 25pc",Available,Primary
TPK,414,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,415,Test Probe,"Kit, 25pc",Available,Secondary
TPK,416,Test Probe,"Kit, 25pc",Available,Primary
TPK,417,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,418,Test Probe,"Kit, 25pc",Available,Primary
TPK,419,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,420,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,421,Test Probe,"Kit, 25pc",Available,Secondary
TPK,422,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,423,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,424,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,425,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,426,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,427,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,428,Test Probe,"Kit, 25pc",Available,Secondary
TPK,429,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,430,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,431,Test Probe,"Kit, 25pc",Available,Primary
TPK,432,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,433,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,434,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,435,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,436,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,437,Test Probe,"Kit, 25pc",Available,Primary
TPK,438,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,439,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,440,Test Probe,"Kit, 25pc",Available,Secondary
TPK,441,Test Probe,"Kit, 25pc",Available,Secondary
TPK,442,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,443,Test Probe,"Kit, 25pc",Available,Primary
TPK,444,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,445,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,446,Test Probe,"Kit, 25pc",Available,Secondary
TPK,447,Test Probe,"Kit, 25pc",Available,Primary
TPK,448,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,449,Test Probe,"Kit, 25pc",Available,Secondary
TPK,450,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,451,Test Probe,"Kit, 25pc",Available,Secondary
TPK,452,Test Probe,"Kit, 25pc",Available,Secondary
TPK,453,Test Probe,"Kit, 25pc",Available,Primary
TPK,454,Test Probe,"Kit, 25pc",Available,Secondary
TPK,455,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,456,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,457,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,458,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,459,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,460,Test Probe,"Kit, 25pc",Available,Secondary
TPK,461,Test Probe,"Kit, 25pc",Available,Secondary
TPK,462,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,463,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,464,Test Probe,"Kit, 25pc",Available,Secondary
TPK,465,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,466,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,467,Test Probe,"Kit, 25pc",Available,Secondary
TPK,468,Test Probe,"Kit, 25pc",Available,Secondary
TPK,469,Test Probe,"Kit, 25pc",Available,Primary
TPK,470,Test Probe,"Kit, 25pc",Available,Primary
TPK,471,Test Probe,"Kit, 25pc",Available,Secondary
TPK,472,Test Probe,"Kit, 25pc",Available,Secondary
TPK,473,Test Probe,"Kit, 25pc",Available,Secondary
TPK,474,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,475,Test Probe,"Kit, 25pc",Available,Primary
TPK,476,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,477,Test Probe,"Kit, 25pc",Available,Secondary
TPK,478,Test Probe,"Kit, 25pc",Available,Primary
TPK,479,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,480,Test Probe,"Kit, 25pc",Available,Primary
TPK,481,Test Probe,"Kit, 25pc",Available,Primary
TPK,482,Test Probe,"Kit, 25pc",Available,Secondary
TPK,483,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,484,Test Probe,"Kit, 25pc",Available,Secondary
TPK,485,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,486,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,487,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,488,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,489,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,490,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,491,Test Probe,"Kit, 25pc",Available,Secondary
TPK,492,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,493,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,494,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,495,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,496,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,497,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,498,Test Probe,"Kit, 25pc",Available,Primary
TPK,499,Test Probe,"Kit, 25pc",Available,Secondary
TPK,500,Test Probe,"Kit, 25pc",Available,Secondary
TPK,501,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,502,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,503,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,504,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,505,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,506,Test Probe,"Kit, 25pc",Available,Primary
TPK,507,Test Probe,"Kit, 25pc",Available,Primary
TPK,508,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,509,Test Probe,"Kit, 25pc",Available,Primary
TPK,510,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,511,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,512,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,513,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,514,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,515,Test Probe,"Kit, 25pc",Available,Secondary
TPK,516,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,517,Test Probe,"Kit, 25pc",Available,Secondary
TPK,518,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,519,Test Probe,"Kit, 25pc",Available,Primary
TPK,520,Test Probe,"Kit, 25pc",Available,Secondary
TPK,521,Test Probe,"Kit, 25pc",Available,Primary
TPK,522,Test Probe,"Kit, 25pc",Available,Primary
TPK,523,Test Probe,"Kit, 25pc",Available,Primary
TPK,524,Test Probe,"Kit, 25pc",Available,Secondary
TPK,525,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,526,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,527,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,528,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,529,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,530,Test Probe,"Kit, 25pc",Available,Primary
TPK,531,Test Probe,"Kit, 25pc",Available,Secondary
TPK,532,Test Probe,"Kit, 25pc",Available,Primary
TPK,533,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,534,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,535,Test Probe,"Kit, 25pc",Available,Primary
TPK,536,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,537,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,538,Test Probe,"Kit, 25pc",Available,Secondary
TPK,539,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,540,Test Probe,"Kit, 25pc",Available,Primary
TPK,541,Test Probe,"Kit, 25pc",Available,Primary
TPK,542,Test Probe,"Kit, 25pc",Available,Secondary
TPK,543,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,544,Test Probe,"Kit, 25pc",Available,Secondary
TPK,545,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,546,Test Probe,"Kit, 25pc",Available,Primary
TPK,547,Test Probe,"Kit, 25pc",Available,Secondary
TPK,548,Test Probe,"Kit, 25pc",Available,Primary
TPK,549,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,550,Test Probe,"Kit, 25pc",Available,Primary
TPK,551,Test Probe,"Kit, 25pc",Available,Primary
TPK,552,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,553,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,554,Test Probe,"Kit, 25pc",Available,Primary
TPK,555,Test Probe,"Kit, 25pc",Available,Secondary
TPK,556,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,557,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,558,Test Probe,"Kit, 25pc",Available,Secondary
TPK,559,Test Probe,"Kit, 25pc",Available,Primary
TPK,560,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,561,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,562,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,563,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,564,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,565,Test Probe,"Kit, 25pc",Available,Primary
TPK,566,Test Probe,"Kit, 25pc",Available,Secondary
TPK,567,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,568,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,569,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,570,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,571,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,572,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,573,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,574,Test Probe,"Kit, 25pc",Available,Primary
TPK,575,Test Probe,"Kit, 25pc",Available,Secondary
TPK,576,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,577,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,578,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,579,Test Probe,"Kit, 25pc",Available,Secondary
TPK,580,Test Probe,"Kit, 25pc",Available,Primary
TPK,581,Test Probe,"Kit, 25pc",Available,Secondary
TPK,582,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,583,Test Probe,"Kit, 25pc",Available,Secondary
TPK,584,Test Probe,"Kit, 25pc",Available,Primary
TPK,585,Test Probe,"Kit, 25pc",Available,Secondary
TPK,586,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,587,Test Probe,"Kit, 25pc",Available,Secondary
TPK,588,Test Probe,"Kit, 25pc",Available,Primary
TPK,589,Test Probe,"Kit, 25pc",Available,Secondary
TPK,590,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,591,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,592,Test Probe,"Kit, 25pc",Available,Secondary
TPK,593,Test Probe,"Kit, 25pc",Available,Primary
TPK,594,Test Probe,"Kit, 25pc",Available,Primary
TPK,595,Test Probe,"Kit, 25pc",Available,Secondary
TPK,596,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,597,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,598,Test Probe,"Kit, 25pc",Available,Primary
TPK,599,Test Probe,"Kit, 25pc",Checked Out,Out
TPK,600,Test Probe,"Kit, 25pc",Checked Out,Out
TPS,1,Test Probe,Single,Checked Out,Out
TPS,2,Test Probe,Single,Available,Primary
TPS,3,Test Probe,Single,Available,Primary
TPS,4,Test Probe,Single,Available,Secondary
TPS,5,Test Probe,Single,Available,Secondary
TPS,6,Test Probe,Single,Available,Secondary
TPS,7,Test Probe,Single,Checked Out,Out
TPS,8,Test Probe,Single,Checked Out,Out
TPS,9,Test Probe,Single,Checked Out,Out
TPS,10,Test Probe,Single,Checked Out,Out
TPS,11,Test Probe,Single,Available,Secondary
TPS,12,Test Probe,Single,Available,Secondary
TPS,13,Test Probe,Single,Checked Out,Out
TPS,14,Test Probe,Single,Checked Out,Out
TPS,15,Test Probe,Single,Available,Secondary
TPS,16,Test Probe,Single,Checked Out,Out
TPS,17,Test Probe,Single,Available,Primary
TPS,18,Test Probe,Single,Available,Secondary
TPS,19,Test Probe,Single,Checked Out,Out
TPS,20,Test Probe,Single,Checked Out,Out
TPS,21,Test Probe,Single,Checked Out,Out
TPS,22,Test Probe,Single,Checked Out,Out
TPS,23,Test Probe,Single,Available,Secondary
TPS,24,Test Probe,Single,Checked Out,Out
TPS,25,Test Probe,Single,Checked Out,Out
TPS,26,Test Probe,Single,Available,Secondary
TPS,27,Test Probe,Single,Available,Secondary
TPS,28,Test Probe,Single,Checked Out,Out
TPS,29,Test Probe,Single,Checked Out,Out
TPS,30,Test Probe,Single,Checked Out,Out
TPS,31,Test Probe,Single,Checked Out,Out
TPS,32,Test Probe,Single,Available,Primary
