EquipmentIDChar,EquipmentIDNum,EquipmentName,Description,Status,Location
,TPK191,Test Probe,"Kit, 25pc",Available,Primary
,TPK192,Test Probe,"Kit, 25pc",Available,Primary
,TPK193,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK194,Test Probe,"Kit, 25pc",Available,Primary
,TPK195,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK196,Test Probe,"Kit, 25pc",Available,Primary
,TPK197,Test Probe,"Kit, 25pc",Available,Secondary
,TPK198,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK199,Test Probe,"Kit, 25pc",Available,Secondary
,TPK200,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK201,Test Probe,"Kit, 25pc",Available,Primary
,TPK202,Test Probe,"Kit, 25pc",Available,Secondary
,TPK203,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK204,Test Probe,"Kit, 25pc",Available,Secondary
,TPK205,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK206,Test Probe,"Kit, 25pc",Available,Primary
,TPK207,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK208,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK209,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK210,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK211,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK212,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK213,Test Probe,"Kit, 25pc",Available,Secondary
,TPK214,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK215,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK216,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK217,Test Probe,"Kit, 25pc",Available,Secondary
,TPK218,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK219,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK220,Test Probe,"Kit, 25pc",Available,Primary
,TPK221,Test Probe,"Kit, 25pc",Available,Primary
,TPK222,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK223,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK224,Test Probe,"Kit, 25pc",Available,Secondary
,TPK225,Test Probe,"Kit, 25pc",Available,Primary
,TPK226,Test Probe,"Kit, 25pc",Available,Primary
,TPK227,Test Probe,"Kit, 25pc",Available,Secondary
,TPK228,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK229,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK230,Test Probe,"Kit, 25pc",Available,Primary
,TPK231,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK232,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK233,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK234,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK235,Test Probe,"Kit, 25pc",Available,Secondary
,TPK236,Test Probe,"Kit, 25pc",Available,Primary
,TPK237,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK238,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK239,Test Probe,"Kit, 25pc",Available,Secondary
,TPK240,Test Probe,"Kit, 25pc",Available,Primary
,TPK241,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK242,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK243,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK244,Test Probe,"Kit, 25pc",Available,Primary
,TPK245,Test Probe,"Kit, 25pc",Available,Primary
,TPK246,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK247,Test Probe,"Kit, 25pc",Available,Primary
,TPK248,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK249,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK250,Test Probe,"Kit, 25pc",Available,Primary
,TPK251,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK252,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK253,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK254,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK255,Test Probe,"Kit, 25pc",Available,Secondary
,TPK256,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK257,Test Probe,"Kit, 25pc",Available,Primary
,TPK258,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK259,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK260,Test Probe,"Kit, 25pc",Available,Secondary
,TPK261,Test Probe,"Kit, 25pc",Available,Primary
,TPK262,Test Probe,"Kit, 25pc",Available,Primary
,TPK263,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK264,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK265,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK266,Test Probe,"Kit, 25pc",Available,Primary
,TPK267,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK268,Test Probe,"Kit, 25pc",Available,Primary
,TPK269,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK270,Test Probe,"Kit, 25pc",Available,Secondary
,TPK271,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK272,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK273,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK274,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK275,Test Probe,"Kit, 25pc",Available,Primary
,TPK276,Test Probe,"Kit, 25pc",Available,Secondary
,TPK277,Test Probe,"Kit, 25pc",Available,Primary
,TPK278,Test Probe,"Kit, 25pc",Available,Primary
,TPK279,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK280,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK281,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK282,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK283,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK284,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK285,Test Probe,"Kit, 25pc",Available,Primary
,TPK286,Test Probe,"Kit, 25pc",Available,Secondary
,TPK287,Test Probe,"Kit, 25pc",Available,Primary
,TPK288,Test Probe,"Kit, 25pc",Available,Primary
,TPK289,Test Probe,"Kit, 25pc",Available,Primary
,TPK290,Test Probe,"Kit, 25pc",Available,Primary
,TPK291,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK292,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK293,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK294,Test Probe,"Kit, 25pc",Available,Primary
,TPK295,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK296,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK297,Test Probe,"Kit, 25pc",Available,Primary
,TPK298,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK299,Test Probe,"Kit, 25pc",Available,Primary
,TPK300,Test Probe,"Kit, 25pc",Available,Secondary
,TPK301,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK302,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK303,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK304,Test Probe,"Kit, 25pc",Available,Secondary
,TPK305,Test Probe,"Kit, 25pc",Available,Secondary
,TPK306,Test Probe,"Kit, 25pc",Available,Secondary
,TPK307,Test Probe,"Kit, 25pc",Available,Secondary
,TPK308,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK309,Test Probe,"Kit, 25pc",Available,Secondary
,TPK310,Test Probe,"Kit, 25pc",Available,Primary
,TPK311,Test Probe,"Kit, 25pc",Available,Primary
,TPK312,Test Probe,"Kit, 25pc",Available,Primary
,TPK313,Test Probe,"Kit, 25pc",Available,Secondary
,TPK314,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK315,Test Probe,"Kit, 25pc",Available,Primary
,TPK316,Test Probe,"Kit, 25pc",Available,Secondary
,TPK317,Test Probe,"Kit, 25pc",Available,Primary
,TPK318,Test Probe,"Kit, 25pc",Available,Primary
,TPK319,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK320,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK321,Test Probe,"Kit, 25pc",Available,Primary
,TPK322,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK323,Test Probe,"Kit, 25pc",Available,Secondary
,TPK324,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK325,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK326,Test Probe,"Kit, 25pc",Available,Secondary
,TPK327,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK328,Test Probe,"Kit, 25pc",Available,Secondary
,TPK329,Test Probe,"Kit, 25pc",Available,Secondary
,TPK330,Test Probe,"Kit, 25pc",Available,Secondary
,TPK331,Test Probe,"Kit, 25pc",Available,Primary
,TPK332,Test Probe,"Kit, 25pc",Available,Primary
,TPK333,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK334,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK335,Test Probe,"Kit, 25pc",Available,Primary
,TPK336,Test Probe,"Kit, 25pc",Available,Primary
,TPK337,Test Probe,"Kit, 25pc",Available,Primary
,TPK338,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK339,Test Probe,"Kit, 25pc",Available,Secondary
,TPK340,Test Probe,"Kit, 25pc",Available,Primary
,TPK341,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK342,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK343,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK344,Test Probe,"Kit, 25pc",Available,Secondary
,TPK345,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK346,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK347,Test Probe,"Kit, 25pc",Available,Secondary
,TPK348,Test Probe,"Kit, 25pc",Available,Primary
,TPK349,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK350,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK351,Test Probe,"Kit, 25pc",Available,Secondary
,TPK352,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK353,Test Probe,"Kit, 25pc",Available,Primary
,TPK354,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK355,Test Probe,"Kit, 25pc",Available,Secondary
,TPK356,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK357,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK358,Test Probe,"Kit, 25pc",Available,Primary
,TPK359,Test Probe,"Kit, 25pc",Available,Primary
,TPK360,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK361,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK362,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK363,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK364,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK365,Test Probe,"Kit, 25pc",Available,Secondary
,TPK366,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK367,Test Probe,"Kit, 25pc",Available,Secondary
,TPK368,Test Probe,"Kit, 25pc",Available,Primary
,TPK369,Test Probe,"Kit, 25pc",Available,Primary
,TPK370,Test Probe,"Kit, 25pc",Available,Primary
,TPK371,Test Probe,"Kit, 25pc",Available,Primary
,TPK372,Test Probe,"Kit, 25pc",Available,Primary
,TPK373,Test Probe,"Kit, 25pc",Available,Primary
,TPK374,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK375,Test Probe,"Kit, 25pc",Available,Primary
,TPK376,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK377,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK378,Test Probe,"Kit, 25pc",Available,Primary
,TPK379,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK380,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK381,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK382,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK383,Test Probe,"Kit, 25pc",Available,Primary
,TPK384,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK385,Test Probe,"Kit, 25pc",Available,Primary
,TPK386,Test Probe,"Kit, 25pc",Available,Primary
,TPK387,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK388,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK389,Test Probe,"Kit, 25pc",Available,Secondary
,TPK390,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK391,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK392,Test Probe,"Kit, 25pc",Available,Secondary
,TPK393,Test Probe,"Kit, 25pc",Available,Primary
,TPK394,Test Probe,"Kit, 25pc",Available,Primary
,TPK395,Test Probe,"Kit, 25pc",Available,Secondary
,TPK396,Test Probe,"Kit, 25pc",Available,Primary
,TPK397,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK398,Test Probe,"Kit, 25pc",Available,Primary
,TPK399,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK400,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK401,Test Probe,"Kit, 25pc",Available,Primary
,TPK402,Test Probe,"Kit, 25pc",Available,Secondary
,TPK403,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK404,Test Probe,"Kit, 25pc",Available,Primary
,TPK405,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK406,Test Probe,"Kit, 25pc",Available,Secondary
,TPK407,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK408,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK409,Test Probe,"Kit, 25pc",Available,Primary
,TPK410,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK411,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK412,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK413,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK414,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK415,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK416,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK417,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK418,Test Probe,"Kit, 25pc",Available,Secondary
,TPK419,Test Probe,"Kit, 25pc",Available,Primary
,TPK420,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK421,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK422,Test Probe,"Kit, 25pc",Available,Secondary
,TPK423,Test Probe,"Kit, 25pc",Available,Secondary
,TPK424,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK425,Test Probe,"Kit, 25pc",Available,Secondary
,TPK426,Test Probe,"Kit, 25pc",Available,Secondary
,TPK427,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK428,Test Probe,"Kit, 25pc",Available,Secondary
,TPK429,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK430,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK431,Test Probe,"Kit, 25pc",Available,Primary
,TPK432,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK433,Test Probe,"Kit, 25pc",Available,Primary
,TPK434,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK435,Test Probe,"Kit, 25pc",Available,Primary
,TPK436,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK437,Test Probe,"Kit, 25pc",Available,Primary
,TPK438,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK439,Test Probe,"Kit, 25pc",Available,Primary
,TPK440,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK441,Test Probe,"Kit, 25pc",Available,Secondary
,TPK442,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK443,Test Probe,"Kit, 25pc",Available,Secondary
,TPK444,Test Probe,"Kit, 25pc",Available,Primary
,TPK445,Test Probe,"Kit, 25pc",Available,Primary
,TPK446,Test Probe,"Kit, 25pc",Available,Primary
,TPK447,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK448,Test Probe,"Kit, 25pc",Available,Secondary
,TPK449,Test Probe,"Kit, 25pc",Available,Secondary
,TPK450,Test Probe,"Kit, 25pc",Available,Secondary
,TPK451,Test Probe,"Kit, 25pc",Available,Secondary
,TPK452,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK453,Test Probe,"Kit, 25pc",Available,Secondary
,TPK454,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK455,Test Probe,"Kit, 25pc",Available,Secondary
,TPK456,Test Probe,"Kit, 25pc",Available,Secondary
,TPK457,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK458,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK459,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK460,Test Probe,"Kit, 25pc",Available,Secondary
,TPK461,Test Probe,"Kit, 25pc",Available,Primary
,TPK462,Test Probe,"Kit, 25pc",Available,Secondary
,TPK463,Test Probe,"Kit, 25pc",Available,Primary
,TPK464,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK465,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK466,Test Probe,"Kit, 25pc",Available,Primary
,TPK467,Test Probe,"Kit, 25pc",Available,Secondary
,TPK468,Test Probe,"Kit, 25pc",Available,Secondary
,TPK469,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK470,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK471,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK472,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK473,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK474,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK475,Test Probe,"Kit, 25pc",Available,Primary
,TPK476,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK477,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK478,Test Probe,"Kit, 25pc",Available,Primary
,TPK479,Test Probe,"Kit, 25pc",Available,Secondary
,TPK480,Test Probe,"Kit, 25pc",Available,Primary
,TPK481,Test Probe,"Kit, 25pc",Available,Secondary
,TPK482,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK483,Test Probe,"Kit, 25pc",Available,Secondary
,TPK484,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK485,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK486,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK487,Test Probe,"Kit, 25pc",Available,Secondary
,TPK488,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK489,Test Probe,"Kit, 25pc",Available,Secondary
,TPK490,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK491,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK492,Test Probe,"Kit, 25pc",Available,Primary
,TPK493,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK494,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK495,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK496,Test Probe,"Kit, 25pc",Available,Secondary
,TPK497,Test Probe,"Kit, 25pc",Available,Primary
,TPK498,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK499,Test Probe,"Kit, 25pc",Available,Primary
,TPK500,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK501,Test Probe,"Kit, 25pc",Available,Secondary
,TPK502,Test Probe,"Kit, 25pc",Available,Secondary
,TPK503,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK504,Test Probe,"Kit, 25pc",Available,Primary
,TPK505,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK506,Test Probe,"Kit, 25pc",Available,Secondary
,TPK507,Test Probe,"Kit, 25pc",Available,Secondary
,TPK508,Test Probe,"Kit, 25pc",Available,Secondary
,TPK509,Test Probe,"Kit, 25pc",Available,Primary
,TPK510,Test Probe,"Kit, 25pc",Available,Primary
,TPK511,Test Probe,"Kit, 25pc",Available,Secondary
,TPK512,Test Probe,"Kit, 25pc",Available,Primary
,TPK513,Test Probe,"Kit, 25pc",Available,Secondary
,TPK514,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK515,Test Probe,"Kit, 25pc",Available,Primary
,TPK516,Test Probe,"Kit, 25pc",Available,Primary
,TPK517,Test Probe,"Kit, 25pc",Available,Secondary
,TPK518,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK519,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK520,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK521,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK522,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK523,Test Probe,"Kit, 25pc",Available,Primary
,TPK524,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK525,Test Probe,"Kit, 25pc",Available,Secondary
,TPK526,Test Probe,"Kit, 25pc",Available,Secondary
,TPK527,Test Probe,"Kit, 25pc",Available,Primary
,TPK528,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK529,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK530,Test Probe,"Kit, 25pc",Available,Secondary
,TPK531,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK532,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK533,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK534,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK535,Test Probe,"Kit, 25pc",Available,Secondary
,TPK536,Test Probe,"Kit, 25pc",Available,Primary
,TPK537,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK538,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK539,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK540,Test Probe,"Kit, 25pc",Available,Secondary
,TPK541,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK542,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK543,Test Probe,"Kit, 25pc",Available,Secondary
,TPK544,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK545,Test Probe,"Kit, 25pc",Available,Primary
,TPK546,Test Probe,"Kit, 25pc",Available,Primary
,TPK547,Test Probe,"Kit, 25pc",Available,Secondary
,TPK548,Test Probe,"Kit, 25pc",Available,Primary
,TPK549,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK550,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK551,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK552,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK553,Test Probe,"Kit, 25pc",Available,Secondary
,TPK554,Test Probe,"Kit, 25pc",Available,Primary
,TPK555,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK556,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK557,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK558,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK559,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK560,Test Probe,"Kit, 25pc",Available,Secondary
,TPK561,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK562,Test Probe,"Kit, 25pc",Available,Secondary
,TPK563,Test Probe,"Kit, 25pc",Available,Secondary
,TPK564,Test Probe,"Kit, 25pc",Available,Primary
,TPK565,Test Probe,"Kit, 25pc",Available,Primary
,TPK566,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK567,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK568,Test Probe,"Kit, 25pc",Available,Secondary
,TPK569,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK570,Test Probe,"Kit, 25pc",Available,Primary
,TPK571,Test Probe,"Kit, 25pc",Available,Secondary
,TPK572,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK573,Test Probe,"Kit, 25pc",Available,Secondary
,TPK574,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK575,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK576,Test Probe,"Kit, 25pc",Available,Primary
,TPK577,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK578,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK579,Test Probe,"Kit, 25pc",Available,Primary
,TPK580,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK581,Test Probe,"Kit, 25pc",Available,Secondary
,TPK582,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK583,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK584,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK585,Test Probe,"Kit, 25pc",Available,Secondary
,TPK586,Test Probe,"Kit, 25pc",Available,Secondary
,TPK587,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK588,Test Probe,"Kit, 25pc",Available,Primary
,TPK589,Test Probe,"Kit, 25pc",Available,Secondary
,TPK590,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK591,Test Probe,"Kit, 25pc",Available,Secondary
,TPK592,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK593,Test Probe,"Kit, 25pc",Available,Secondary
,TPK594,Test Probe,"Kit, 25pc",Available,Secondary
,TPK595,Test Probe,"Kit, 25pc",Available,Primary
,TPK596,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK597,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK598,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK599,Test Probe,"Kit, 25pc",Checked Out,Out
,TPK600,Test Probe,"Kit, 25pc",Checked Out,Out
,TPS001,Test Probe,Single,Checked Out,Out
,TPS002,Test Probe,Single,Checked Out,Out
,TPS003,Test Probe,Single,Checked Out,Out
,TPS004,Test Probe,Single,Checked Out,Out
,TPS005,Test Probe,Single,Available,Primary
,TPS006,Test Probe,Single,Available,Secondary
,TPS007,Test Probe,Single,Checked Out,Out
,TPS008,Test Probe,Single,Available,Secondary
,TPS009,Test Probe,Single,Available,Primary
,TPS010,Test Probe,Single,Checked Out,Out
,TPS011,Test Probe,Single,Available,Secondary
,TPS012,Test Probe,Single,Available,Primary
,TPS013,Test Probe,Single,Checked Out,Out
,TPS014,Test Probe,Single,Checked Out,Out
,TPS015,Test Probe,Single,Checked Out,Out
,TPS016,Test Probe,Single,Available,Primary
,TPS017,Test Probe,Single,Checked Out,Out
,TPS018,Test Probe,Single,Available,Primary
,TPS019,Test Probe,Single,Checked Out,Out
,TPS020,Test Probe,Single,Checked Out,Out
,TPS021,Test Probe,Single,Available,Secondary
,TPS022,Test Probe,Single,Checked Out,Out
,TPS023,Test Probe,Single,Available,Secondary
,TPS024,Test Probe,Single,Available,Secondary
,TPS025,Test Probe,Single,Checked Out,Out
,TPS026,Test Probe,Single,Checked Out,Out
,TPS027,Test Probe,Single,Available,Primary
,TPS028,Test Probe,Single,Checked Out,Out
,TPS029,Test Probe,Single,Checked Out,Out
,TPS030,Test Probe,Single,Available,Primary
,TPS031,Test Probe,Single,Available,Secondary
,TPS032,Test Probe,Single,Checked Out,Out
,TPS033,Test Probe,Single,Available,Secondary
,TPS034,Test Probe,Single,Available,Primary
,TPS035,Test Probe,Single,Available,Secondary
,TPS036,Test Probe,Single,Available,Secondary
,TPS037,Test Probe,Single,Checked Out,Out
,TPS038,Test Probe,Single,Available,Primary
,TPS039,Test Probe,Single,Available,Secondary
,TPS040,Test Probe,Single,Checked Out,Out
,TPS041,Test Probe,Single,Checked Out,Out
,TPS042,Test Probe,Single,Available,Primary
,TPS043,Test Probe,Single,Checked Out,Out
,TPS044,Test Probe,Single,Checked Out,Out
,TPS045,Test Probe,Single,Available,Primary
,TPS046,Test Probe,Single,Checked Out,Out
,TPS047,Test Probe,Single,Checked Out,Out
,TPS048,Test Probe,Single,Checked Out,Out
,TPS049,Test Probe,Single,Checked Out,Out
,TPS050,Test Probe,Single,Available,Primary
,TPS051,Test Probe,Single,Checked Out,Out
,TPS052,Test Probe,Single,Checked Out,Out
,TPS053,Test Probe,Single,Checked Out,Out
,TPS054,Test Probe,Single,Checked Out,Out
,TPS055,Test Probe,Single,Checked Out,Out
,TPS056,Test Probe,Single,Available,Primary
,TPS057,Test Probe,Single,Available,Secondary
,TPS058,Test Probe,Single,Available,Primary
,TPS059,Test Probe,Single,Checked Out,Out
,TPS060,Test Probe,Single,Available,Secondary
,TPS061,Test Probe,Single,Checked Out,Out
,TPS062,Test Probe,Single,Checked Out,Out
,TPS063,Test Probe,Single,Available,Primary
,TPS064,Test Probe,Single,Checked Out,Out
,TPS065,Test Probe,Single,Available,Secondary
,TPS066,Test Probe,Single,Checked Out,Out
